uid,gender,status,statusUpdatedAt,statusPrevious,age,areaCode,state,recurrence,activation_date,end_portability_date,current_package,clients_duration,main_line
nmybM6QgOKROMa7B4tVaR83Z1q02,feminino,paused,2021-02-23,paymentFailedSubscription,32,13.0,SP,monthly,2021-01-20,,customPackage,1.0,No
nr8VYCj1JiQD1RkOnqBPkLaSrR42,masculino,canceled,2020-12-18,cancelRequested,32,11.0,SP,weekly,2020-08-03,,customPackage,4.0,No
nsyYeMOGThPDtHaALg8hYgPbXQy2,masculino,canceled,2020-12-18,cancelRequested,30,19.0,SP,weekly,2020-08-16,,customPackage,4.0,No
nu4HpQE8TydhNiplqKY58sj8i5y1,masculino,paused,2021-02-15,paymentFailedSubscription,31,34.0,MG,weekly,2021-01-22,,customPackage,1.0,No
nu4xVKROvPTRdL9ZQIx05Q9iLPD3,masculino,canceled,2021-02-26,cancelRequested,28,15.0,SP,weekly,2020-10-16,,customPackage,4.0,No
nvh66jMpbZVNYg3ANJ1VjBTxQDr1,masculino,cancelRequested,2021-02-24,paused,23,11.0,SP,weekly,2020-10-30,2020-11-05,customPackage,4.0,Yes
nyPd9qsKD9e3ywNcrM7B77YHUdm2,masculino,canceled,2020-12-18,cancelRequested,19,12.0,SP,weekly,2020-08-20,,customPackage,4.0,No
o1LHyty8mfbmjsCZBCZMuimODWu2,masculino,active,2021-02-14,paused,18,11.0,SP,monthly,2020-12-05,,customPackage,2.0,No
o2ZTTiaY6UYPh2n0ehTEqHGn3562,masculino,canceled,2021-01-12,cancelRequested,18,11.0,SP,weekly,2020-07-28,2020-08-01,customPackage,6.0,Yes
o4GMkutyOCOtxvWQzpNpduBq7ZZ2,masculino,canceled,2021-03-04,cancelRequested,34,11.0,SP,monthly,2021-02-09,,customPackage,1.0,No
o84iIv5N9SRnbpbGsoFcNaqZn5V2,masculino,canceled,2021-01-19,cancelRequested,25,17.0,SP,weekly,2020-12-08,,customPackage,1.0,No
o8TCppX8jZenM9gTIwwKYJsKUyv1,masculino,paused,2021-02-24,paymentFailedSubscription,20,15.0,SP,weekly,2020-10-17,,customPackage,4.0,No
o9j5tkSaZ4Os3Hfc06G9lnU4UEY2,feminino,canceled,2020-12-18,cancelRequested,35,11.0,SP,weekly,2020-11-17,,customPackage,1.0,No
oDLiW7hsRCdIsXOqpzwKfiGf8aC2,feminino,paused,2021-02-15,paymentFailedSubscription,58,16.0,SP,monthly,2020-11-12,2020-11-13,customPackage,3.0,Yes
oF9MxqbJ3OWDSvitnxuatrtia792,masculino,paused,2021-02-05,cancelRequested,28,17.0,SP,weekly,2020-07-30,2020-08-01,customPackage,7.0,Yes
oI77ZcmjcncrvGpiEWPDUPuwh6n1,masculino,cancelRequested,2021-02-22,paused,27,11.0,SP,weekly,2020-11-16,,customPackage,3.0,No
oKdxxskw6iVbJ8CrlZzjQ7zSECj1,masculino,canceled,2020-12-18,cancelRequested,34,19.0,SP,weekly,2020-08-22,,customPackage,4.0,No
oM4A2oLNsncboCU8xVec9Xuo0kl2,masculino,canceled,2020-12-18,cancelRequested,23,11.0,SP,weekly,2020-08-24,,customPackage,4.0,No
oMFumJ5htxN2Xbito4lrVWbiCzw2,masculino,active,2021-02-18,cancelRequested,53,11.0,SP,monthly,2020-12-09,,customPackage,2.0,No
oNLeUkl8j5ZAeFItPHv40ZugVH42,feminino,paused,2020-12-19,canceled,31,11.0,SP,monthly,2020-11-19,2020-11-24,customPackage,1.0,Yes
oNlinw0I6Wfp8SS9pOT5GOl1En63,masculino,canceled,2020-12-18,cancelRequested,25,19.0,SP,monthly,2020-10-08,,customPackage,2.0,No
oOzoLUwxUCYeEWAsPmtxF3K2KzU2,masculino,paused,2021-01-17,paymentFailedSubscription,25,11.0,SP,weekly,2020-12-31,,customPackage,1.0,No
oPSnWkNO8Id5OMPzNTCcHGiYiA53,masculino,canceled,2020-12-18,cancelRequested,20,11.0,SP,monthly,2020-11-14,,customPackage,1.0,No
oPcm0v9MOoeWNGdbxoCKhLurdWf1,masculino,paused,2021-02-27,paymentFailedSubscription,32,31.0,MG,monthly,2021-01-25,,customPackage,1.0,No
oTHc4DudJ9ZnPbuPsatTohgtn7d2,masculino,paused,2021-01-23,paused,30,14.0,SP,monthly,2020-11-14,,customPackage,2.0,No
oTswnLWSAFV2jMrod7o0WsdcJhp1,masculino,canceled,2020-12-18,cancelRequested,25,14.0,SP,weekly,2020-07-30,,customPackage,5.0,No
oVEEPUzbFwQ5OwpAHAIIdk3r9sK2,feminino,paused,2020-12-30,paused,23,16.0,SP,weekly,2020-08-21,,customPackage,4.0,No
oazuj3tAATYBUhhO8QOwZ3FVAeO2,masculino,canceled,2020-12-18,cancelRequested,25,19.0,SP,weekly,2020-11-19,,customPackage,1.0,No
odFq2qCQEmXbe8a8z5f5PmCq9cN2,masculino,canceled,2020-08-10,paused,23,11.0,SP,weekly,2020-07-29,,customPackage,1.0,No
ofdM2oM2vkgC2RR14oZ7ZEECaHX2,masculino,canceled,2020-12-18,cancelRequested,27,12.0,SP,weekly,2020-08-24,,customPackage,4.0,No
oiMNxwx1P7bFpOF5q8ThzpsLVE32,masculino,active,2021-03-06,cancelRequested,19,21.0,RJ,monthly,2021-02-04,2021-02-11,customPackage,1.0,Yes
oklWYZom6tUQGlKE6EMeaNI4K8k2,não binário,paused,2021-03-04,paymentFailedSubscription,27,17.0,SP,monthly,2020-11-24,2020-11-27,customPackage,4.0,Yes
olIgcXNxUScqlazqmnv8RSe4J7h1,masculino,active,2021-02-09,paused,34,11.0,SP,monthly,2020-09-12,2020-09-17,customPackage,5.0,Yes
olW5y9trSnhz89GuNGTu4BMyXS13,masculino,active,2021-03-06,paused,23,11.0,SP,monthly,2020-11-24,2020-11-27,madePackage-1,4.0,Yes
otFS0ofLwcQyO71TdSrEIOLvSw13,masculino,canceled,2021-02-27,cancelRequested,33,31.0,MG,monthly,2021-02-12,,customPackage,0.0,No
otGrgQ6sbEUkhRqPT3X8ppqOFDd2,feminino,canceled,2021-01-19,cancelRequested,50,12.0,SP,weekly,2020-10-08,,customPackage,3.0,No
otRhlfphPJfFBn4Or7mUOQM3lLm2,outro,canceled,2021-02-09,cancelRequested,31,12.0,SP,weekly,2020-08-27,,customPackage,6.0,No
oy5pPudT04QmxdwtSgtjlCO4CMq1,masculino,paused,2021-01-30,paymentFailedSubscription,22,19.0,SP,monthly,2020-11-27,2020-12-02,customPackage,2.0,Yes
oyM4Mwe1TwV8cRjZD4xFiOGq0mi1,masculino,paused,2021-02-19,canceled,33,19.0,SP,monthly,2020-11-20,,customPackage,3.0,No
p1v4ig7LiFVGIOgEBOFgUfFj8nS2,masculino,canceled,2021-01-26,cancelRequested,34,11.0,SP,weekly,2020-07-28,,customPackage,6.0,No
p2K22TInznhw0oOcKaUUMKO2Rv42,masculino,cancelRequested,2020-12-01,paused,25,11.0,SP,weekly,2020-08-01,,customPackage,4.0,No
p3Ny08OfuVRKYwHQIzBQm3TI98K2,feminino,canceled,2021-02-16,cancelRequested,26,11.0,SP,weekly,2020-12-03,2020-12-08,customPackage,2.0,Yes
p3wULJJKuMZTKLm5GtGfPIgok722,masculino,canceled,2020-12-31,cancelRequested,40,11.0,SP,weekly,2020-09-09,,customPackage,3.0,No
p54wsAPNFdYT4Gsrt74NWIXANkm1,feminino,canceled,2021-01-01,cancelRequested,20,11.0,SP,weekly,2020-08-29,,customPackage,5.0,No
p6P6JJUFgdcBS2LJ3a0ZliZ6QME2,masculino,canceled,2020-12-18,cancelRequested,28,19.0,SP,weekly,2020-10-09,2020-10-18,customPackage,2.0,Yes
p8qXx34ZpCQHEkAAXPPQaS7jREW2,masculino,canceled,2021-02-13,cancelRequested,57,41.0,PR,weekly,2021-01-22,,customPackage,1.0,No
p8seYb20O2cKQUW7EUVxvKqYlSJ3,masculino,active,2021-02-18,paused,19,11.0,SP,monthly,2020-08-27,,customPackage,6.0,No
pANqhtgRU1Zeu6n2etlVSUCuyYV2,masculino,paused,2021-02-18,canceled,24,13.0,SP,monthly,2020-12-17,,customPackage,2.0,No
pFbB8znnNjZVKlro8ObZdBkOyF72,masculino,canceled,2020-12-18,cancelRequested,18,19.0,SP,weekly,2020-09-01,,customPackage,3.0,No
pI8OqFXo3dQcKN40NtISr8zUi023,masculino,paused,2021-02-11,paymentFailedSubscription,36,61.0,DF,monthly,2020-12-08,,customPackage,2.0,No
pKEeQfu4SmUkAcCw3IOA38YJgL52,masculino,paused,2021-02-07,paymentFailedSubscription,31,18.0,SP,weekly,2020-12-15,2020-12-19,customPackage,2.0,Yes
pL2mduEwKtUROZtwM4CR9kz0jV82,masculino,canceled,2020-12-18,cancelRequested,19,11.0,SP,weekly,2020-07-29,,customPackage,5.0,No
pLO6JCxQUwRyuyepGxfO3UueGl42,masculino,canceled,2020-12-18,cancelRequested,26,19.0,SP,weekly,2020-08-01,,customPackage,4.0,No
pNWAy83yVPQtcemJLLgpfn1Ch953,masculino,paused,2021-02-13,paymentFailedSubscription,16,11.0,SP,monthly,2020-08-03,,customPackage,6.0,No
pNwOdQjII7SHLQXxub6VXbdCoGF2,masculino,paused,2021-02-14,paymentFailedSubscription,20,62.0,GO,monthly,2020-11-19,,customPackage,3.0,No
pQ7GQ6TqvvgaSNNBdiK5ygyakNC2,masculino,active,2021-03-02,paused,28,11.0,SP,monthly,2020-11-11,,customPackage,4.0,No
pRdRJqTTk3hKRLiIsbH5zXbv8Cf1,masculino,canceled,2020-12-18,cancelRequested,29,14.0,SP,weekly,2020-07-31,,customPackage,5.0,No
pWfHBnRsHDcFXbRwHwh1ZtpctdG2,masculino,canceled,2020-12-18,cancelRequested,36,16.0,SP,weekly,2020-08-26,2020-08-31,customPackage,4.0,Yes
pXcNFY4srzcBvZyhcbQJIqs5u2R2,masculino,cancelRequested,2021-03-05,paused,23,62.0,GO,monthly,2020-11-03,,customPackage,4.0,No
pZDnXs9miNWFjM6ewUP1flpELk22,masculino,canceled,2020-12-18,cancelRequested,21,11.0,SP,weekly,2020-08-01,,customPackage,4.0,No
pZJOUF0MniSF9aNUDbbYk3pX8uQ2,feminino,canceled,2020-12-18,cancelRequested,21,14.0,SP,weekly,2020-08-24,,customPackage,4.0,No
pcDlxvoS4UbuG7NVeEvVOVa9Htk2,masculino,active,2021-02-23,paused,34,11.0,SP,monthly,2020-12-17,2020-12-22,customPackage,2.0,Yes
pfJtBiTwGbOFRXXlY86V09GAZRF2,masculino,canceled,2020-12-18,cancelRequested,24,18.0,SP,weekly,2020-08-05,,customPackage,4.0,No
phy9f5JTw6PPqi1VibTSInyhPAG2,masculino,canceled,2020-12-18,cancelRequested,33,11.0,SP,weekly,2020-08-07,,customPackage,4.0,No
pk9I67SLFudv5XzdmuB3lU0D5Oh1,masculino,paused,2021-01-05,paymentFailedSubscription,35,11.0,SP,weekly,2020-12-26,,customPackage,1.0,No
pmIgviqf89gml9O0CDE1qcCB4aO2,masculino,canceled,2020-12-24,cancelRequested,24,11.0,SP,weekly,2020-12-09,,customPackage,0.0,No
ppLlnc3EYYaAwmceqVM2SVjn4ru1,feminino,canceled,2021-03-02,cancelRequested,30,11.0,SP,weekly,2020-11-08,2020-11-11,customPackage,4.0,Yes
pqhU9zv4eyU4k7dj0x9kGPkNfao2,masculino,canceled,2021-01-26,cancelRequested,27,11.0,SP,weekly,2020-10-06,,customPackage,3.0,No
prQQ8GxfpphF9wzhb7b6b0K0l0b2,feminino,paused,2021-01-19,paymentFailedSubscription,26,13.0,SP,weekly,2020-07-28,,customPackage,6.0,No
ptyrnMEkGQQJ1pCUvAdx0n1kfd13,feminino,canceled,2021-02-21,cancelRequested,25,11.0,SP,weekly,2020-10-30,,customPackage,4.0,No
puAXKS9SbrPv8PDezGV75vvzYuq2,feminino,paused,2021-01-15,paymentFailedSubscription,34,11.0,SP,weekly,2020-09-24,,customPackage,4.0,No
puzLvaRy92aqM6ykx5gAsps3hBd2,masculino,canceled,2020-12-18,cancelRequested,20,12.0,SP,weekly,2020-07-29,,customPackage,5.0,No
pv8v2f887QXecRGHHwYaTnCMiwH3,masculino,canceled,2020-12-18,cancelRequested,23,11.0,SP,weekly,2020-08-12,,customPackage,4.0,No
pyRUm7DDIbRFdlr8PAa2cv1oq5I2,feminino,canceled,2021-02-20,cancelRequested,25,18.0,SP,weekly,2020-10-29,,customPackage,4.0,No
pzA2LjOHzoP2uIbgD4qRDYoFmCS2,masculino,paused,2021-01-26,paymentFailedSubscription,35,11.0,SP,monthly,2020-11-23,,customPackage,2.0,No
pzQ9pkNBxMa644LGBVXwH296VSI3,masculino,active,2021-02-25,paused,30,16.0,SP,monthly,2020-12-22,,customPackage,2.0,No
q3LyYOmLB4c7HKjtoOcRCgN4Knz1,masculino,canceled,2020-12-18,cancelRequested,28,14.0,SP,weekly,2020-10-28,,customPackage,2.0,No
q4GeZOnyupQdI5OYQYABGgwzIP22,masculino,paused,2021-03-01,paymentFailedSubscription,28,11.0,SP,monthly,2020-11-27,,customPackage,4.0,No
q7RbtfTxhoZ6dZStMs7ugfmQhFo1,masculino,paused,2021-02-19,paymentFailedSubscription,22,61.0,GO,monthly,2020-12-17,,customPackage,2.0,No
q8fdogk2nwSc6uBoZMJUY4y7wb63,masculino,canceled,2021-02-26,cancelRequested,18,11.0,SP,weekly,2020-11-04,,customPackage,3.0,No
qCdHCiateGZfhKTVpvNwQIWpwjk1,feminino,active,2021-02-14,paused,47,11.0,SP,monthly,2020-12-17,2020-12-22,madePackage-0,2.0,Yes
qDZ7FsZD77TN8tafIBAmkdcC5xy2,masculino,paused,2021-01-17,paymentFailedSubscription,22,18.0,SP,monthly,2020-12-14,,customPackage,1.0,No
qDzLI9AJyYS6VfCmJ4o1jNW2Z1C2,masculino,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-09-03,2020-09-14,customPackage,3.0,Yes
qEt6uhIJUWaMGyayMjzrMywl6D63,prefiro não dizer,canceled,2021-02-28,cancelRequested,29,11.0,SP,weekly,2020-07-31,,customPackage,7.0,No
qIDwWF166FOrBmZQVO5VjZgSiyb2,masculino,canceled,2020-12-18,cancelRequested,32,14.0,SP,weekly,2020-11-03,,customPackage,1.0,No
qIiq0DsCrxSU27qb5bcLHZgeE6t2,masculino,paused,2021-02-09,paymentFailedSubscription,21,19.0,SP,weekly,2020-12-19,2020-12-23,customPackage,2.0,Yes
qJAoG85Q1JRZz4Sx97La60hH2yD2,masculino,active,2021-02-11,paused,29,11.0,SP,monthly,2020-08-31,,customPackage,6.0,No
qJwowasCPrZPovcDtfEtYeefnmI3,masculino,canceled,2020-12-18,cancelRequested,21,12.0,SP,weekly,2020-08-04,,customPackage,4.0,No
qKhO0PaRQ2XqGEJvYOPz6sIzWPv1,masculino,canceled,2021-01-26,cancelRequested,19,11.0,SP,weekly,2020-08-28,,customPackage,5.0,No
qLSRI29wTMcdblqEXNxlfXikRb13,feminino,paused,2021-01-30,canceled,30,11.0,SP,weekly,2020-08-29,,customPackage,5.0,No
qMt69UIm8AcUUQ64j2rPU91v9Os2,masculino,paused,2020-12-24,paymentFailedSubscription,37,11.0,SP,weekly,2020-11-20,,customPackage,1.0,No
qa3hmD2EEQc3HWqYhxHnkz5G1VH2,masculino,canceled,2020-12-18,cancelRequested,19,18.0,SP,weekly,2020-11-19,,customPackage,1.0,No
qcFPyPQNJsOCfICy7o9mqhQd7rw2,masculino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-07-28,,customPackage,5.0,No
qgc0KGmzafYJqIGF7zc4HdrIudm1,feminino,canceled,2020-12-18,cancelRequested,22,17.0,SP,weekly,2020-08-01,,customPackage,4.0,No
qgg0zcivdCTBXtEzxIKqZTLxIFd2,masculino,canceled,2021-02-26,cancelRequested,35,11.0,SP,weekly,2020-11-06,,customPackage,3.0,No
qhH39QuZJohUEqogTbufKBy9IqP2,masculino,paused,2021-02-08,paymentFailedSubscription,28,11.0,SP,monthly,2021-01-05,,customPackage,1.0,No
qhfhzz4lObWvpYPcAMS35nFY6iy2,masculino,cancelRequested,2021-03-05,paused,47,11.0,SP,monthly,2020-11-05,,customPackage,4.0,No
qlBPZKOMQIXsoIR0yGpgfRogq3F3,masculino,canceled,2021-03-05,cancelRequested,20,62.0,GO,weekly,2020-11-06,,customPackage,4.0,No
qo4M81jLZLfjIBhNnh0XF6GAoUo2,feminino,canceled,2020-12-18,cancelRequested,29,18.0,SP,weekly,2020-07-31,,customPackage,5.0,No
qoauWamRRrhBGXp3T9JjyW1iEBx1,masculino,canceled,2020-12-18,cancelRequested,29,14.0,SP,weekly,2020-08-04,,customPackage,4.0,No
qozpOBqLLSUhPlJbRa4Ux1HYfx43,masculino,canceled,2020-12-18,cancelRequested,20,11.0,SP,weekly,2020-03-16,,customPackage,9.0,No
qsTl2Wctr0Vi4vmvaQFX4lYm75P2,masculino,canceled,2021-03-04,cancelRequested,30,15.0,SP,weekly,2020-11-10,,customPackage,4.0,No
qwHjIaAT52PLgIYcmxzs8Wd9gMf1,masculino,canceled,2020-12-18,cancelRequested,33,14.0,SP,weekly,2020-09-15,,customPackage,3.0,No
qwLxMbXzODasbeK3Z1dkE67QoSM2,masculino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-07-30,,customPackage,5.0,No
qyBl1tIlTeQJm9WO37eNaYFRd1q2,feminino,active,2021-02-28,paused,26,11.0,SP,monthly,2020-12-24,,customPackage,2.0,No
qzOP5l0K5waYj8OD7YI8hNuBAGH2,masculino,cancelRequested,2021-02-26,paused,22,11.0,SP,weekly,2020-11-09,,customPackage,3.0,No
qzYBEY2nMzNsJtkkAi0MralknFV2,masculino,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-07-30,,customPackage,5.0,No
r0TO0Sa8migIKiDQBnzO1Nleva92,masculino,cancelRequested,2021-03-03,paused,20,62.0,GO,monthly,2020-11-03,,customPackage,4.0,No
r4QXjCsNe5eSg0j47hi7evooyed2,masculino,paused,2021-01-04,paymentFailedSubscription,20,62.0,GO,weekly,2020-12-25,,customPackage,1.0,No
r57aVQulYqd66AqX4QqcfN4yUjD2,masculino,active,2021-03-03,paused,25,11.0,SP,weekly,2020-09-04,2020-09-10,customPackage,6.0,Yes
r6GyWbFioJQt2LfOr6UBnPXMBV03,feminino,cancelRequested,2021-03-04,paused,25,11.0,SP,weekly,2020-11-25,,customPackage,4.0,No
r6UU0BcZtlhzHbclIAKYN9sNUbt2,masculino,active,2021-02-11,paused,25,12.0,SP,monthly,2020-09-18,,madePackage-0,5.0,No
r7S8HPSmUEZhU5UdwnpbIEqBUw63,masculino,canceled,2021-01-27,cancelRequested,31,11.0,SP,weekly,2020-10-07,,customPackage,3.0,No
r8Keeem3HTaWIOsgjy2x5uUlwth2,masculino,paused,2021-02-28,paymentFailedSubscription,35,21.0,RJ,monthly,2021-01-25,2021-01-29,customPackage,1.0,Yes
r8oXxVWBjOOnp8THtnMP8ppylPq1,feminino,canceled,2020-12-18,cancelRequested,21,19.0,SP,weekly,2020-08-08,,customPackage,4.0,No
rARR9sJL1MQy8BqA0j7tYDNPVnE3,masculino,paused,2021-01-04,paymentFailedSubscription,49,11.0,SP,weekly,2020-12-11,,customPackage,1.0,No
rBLWcTmCRDfSmjgMxS01sXbA4b03,masculino,canceled,2020-12-18,cancelRequested,28,12.0,SP,weekly,2020-08-03,2020-08-06,customPackage,4.0,Yes
rHwMAEuxx9hOgxbeeX5DXZQuVIl1,masculino,canceled,2021-03-07,cancelRequested,35,16.0,SP,monthly,2020-10-20,,customPackage,5.0,No
rI6gEROHExU5hduD3CmEUhYLQE63,masculino,canceled,2021-03-04,cancelRequested,23,11.0,SP,monthly,2020-10-18,,customPackage,5.0,No
rIuQc7n2gyYGpuIcR7mHhIfFQSI3,masculino,active,2021-02-14,paused,26,62.0,GO,monthly,2020-11-04,,customPackage,3.0,No
rL0w1BMeHIOeQOSfkBM476MRfYt1,masculino,canceled,2020-12-31,cancelRequested,25,12.0,SP,weekly,2020-07-29,2020-08-03,customPackage,5.0,Yes
rL3gku5KOqNmMOhW3GNQKNpGcGT2,masculino,canceled,2021-01-07,cancelRequested,18,62.0,GO,weekly,2020-12-19,,customPackage,1.0,No
rNeE2KkRyqcLF5Ww1dTr3Uuh3BD2,feminino,paused,2021-01-19,paymentFailedSubscription,37,11.0,SP,weekly,2020-09-30,,customPackage,4.0,No
rOZqYNKwWtQKCJyow8eZwj0WW4I3,masculino,canceled,2021-01-14,cancelRequested,30,19.0,SP,weekly,2020-09-03,,customPackage,4.0,No
rQvd1F0UcIVHK0AN2LPNqBlpX7n2,masculino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-08-31,,customPackage,4.0,No
rV2n6OXXZfS7asjMC590J2Wdf9o1,masculino,paused,2021-01-31,paymentFailedSubscription,79,11.0,SP,monthly,2020-12-28,,customPackage,1.0,No
ra2Txi12hXWF9s5WILrPVPxbAbs2,masculino,paused,2021-01-18,paymentFailedSubscription,28,11.0,SP,monthly,2020-09-22,2020-09-28,customPackage,4.0,Yes
raxA1FxPeJOFY77kKJf36QcvuJn1,masculino,active,2021-03-05,paused,22,11.0,SP,weekly,2021-01-12,,customPackage,2.0,No
rcctF8dWIUgGEU1gqtTabpf8aYl2,masculino,canceled,2020-12-18,cancelRequested,22,11.0,SP,weekly,2020-07-30,,customPackage,5.0,No
rcl2wRv10IRDCYoqV9AEJW3Kw1O2,masculino,canceled,2020-12-18,cancelRequested,32,11.0,SP,weekly,2020-10-23,2020-10-28,customPackage,2.0,Yes
rebsYIF2eLU8dmGtDkY0IvyQ4rw1,masculino,canceled,2020-12-18,cancelRequested,36,11.0,SP,weekly,2020-11-10,,customPackage,1.0,No
ricc0LNaH4RmabCxYJGhl5NZqo43,masculino,canceled,2020-12-18,cancelRequested,36,17.0,SP,weekly,2020-08-17,,customPackage,4.0,No
riszOw7O9uhldtIaPCl5ElFMvDM2,masculino,active,2021-02-11,paused,20,16.0,SP,monthly,2020-11-29,,customPackage,3.0,No
rj8CmA9qGsNdts1nif8dqPQuxTh2,feminino,active,2021-03-08,paused,38,16.0,SP,weekly,2020-10-09,,customPackage,5.0,No
rl0beLq70qZEwv2tYBjyxUOS1qk2,masculino,canceled,2021-01-19,cancelRequested,30,18.0,SP,weekly,2020-09-12,,customPackage,4.0,No
rnshrngI4yO630O2mWu2DdCEmQ62,masculino,canceled,2021-01-19,cancelRequested,25,11.0,SP,weekly,2020-09-28,,customPackage,4.0,No
ro81SZxjkZNCUPtLJs7f27HVnfC2,masculino,paused,2021-01-13,paymentFailedSubscription,33,62.0,GO,monthly,2020-11-11,,customPackage,2.0,No
rranhdDfApM0yeqI6a1PGCYtfKv2,masculino,canceled,2021-02-27,cancelRequested,31,13.0,SP,weekly,2020-10-01,,customPackage,4.0,No
rsEcAibSLShazniTthgXQjhtLRD2,masculino,paused,2020-12-18,paymentFailedSubscription,22,62.0,GO,weekly,2020-11-03,2020-11-06,customPackage,1.0,Yes
rtFpfCW555VEOsX1rduY9lMBcUm2,masculino,cancelRequested,2021-02-26,paused,31,12.0,SP,monthly,2020-07-31,,customPackage,7.0,No
rtb6d3mid9cPK3YDzEWRoYkk3c72,masculino,canceled,2020-12-18,cancelRequested,20,11.0,SP,weekly,2020-09-24,,customPackage,3.0,No
ry8RgwLMnQfeSMH49gZAe3EBOMk2,feminino,active,2021-02-22,paused,23,11.0,SP,monthly,2020-08-26,2020-08-31,customPackage,6.0,Yes
rzkrpY8297R0gFA9zQTsqC0gS7w1,masculino,canceled,2021-03-01,cancelRequested,20,62.0,GO,weekly,2020-11-07,,customPackage,4.0,No
s0WMsyZIBddzXPgAUIiaDdXKSxQ2,masculino,active,2021-02-17,paused,34,14.0,SP,monthly,2020-12-22,,customPackage,2.0,No
s8hFbgvb6gWbhhdS5Hud7xcDewI2,masculino,active,2021-03-02,paused,20,62.0,GO,monthly,2020-12-21,,customPackage,3.0,No
s9YKpeTKYgOBREp1HK63Pu0DjHu2,masculino,canceled,2021-02-16,cancelRequested,31,11.0,SP,monthly,2020-09-29,2020-10-05,customPackage,5.0,Yes
sBtHsWoZejhfrMXd6OgBCkYb8vR2,masculino,cancelRequested,2021-03-02,paused,29,18.0,SP,monthly,2020-10-31,,customPackage,5.0,No
sCCrz0Osg5QcBcS2K7UQw6b7rc33,feminino,paused,2021-01-04,paymentFailedSubscription,23,11.0,SP,monthly,2020-12-01,,customPackage,1.0,No
sCsRBagKMyZx2Mdxu6KATJJ3Gtn1,masculino,active,2021-03-07,paused,38,11.0,SP,weekly,2020-08-01,2021-02-03,customPackage,7.0,Yes
sDlXv0lMJceLim9E5tLPtJ8sKLy2,masculino,cancelRequested,2021-03-05,paused,59,11.0,SP,weekly,2020-10-15,2020-10-21,customPackage,5.0,Yes
sLwYsIZsWFdSMquqQm6uRdcLeee2,feminino,canceled,2021-02-10,cancelRequested,25,16.0,SP,weekly,2020-07-30,,customPackage,7.0,No
sNujX1TL8nSp5XpHhAYKjdOK4T63,masculino,canceled,2020-12-18,cancelRequested,19,11.0,SP,weekly,2020-11-19,2020-11-24,customPackage,1.0,Yes
sOBGFoJBINh9KMPqJUy4Bq8y0Gq1,masculino,canceled,2020-08-10,paused,27,11.0,SP,weekly,2020-08-02,,customPackage,0.0,No
sTqxRXc6ZgVGzZfqL4aZtnBd7Gx1,feminino,paused,2021-02-23,paymentFailedSubscription,59,11.0,SP,monthly,2021-01-20,,customPackage,1.0,No
sZvjbQQ3wSZRM2zfsrnoqhvROch1,masculino,canceled,2020-12-18,cancelRequested,23,16.0,SP,weekly,2020-08-28,,customPackage,4.0,No
scmaUk2tKUU8sDQQmdkxxxpAwMD2,feminino,canceled,2020-12-30,cancelRequested,69,19.0,SP,weekly,2020-10-13,2020-10-18,customPackage,2.0,Yes
sdgiSH9rweVrA3IxlEII1rwShUG3,masculino,canceled,2020-12-18,cancelRequested,19,19.0,SP,weekly,2020-09-02,,customPackage,3.0,No
sdwcW53bLudbivMwYaRllz3Rbwj2,masculino,canceled,2021-03-07,cancelRequested,26,62.0,GO,weekly,2020-11-13,,customPackage,4.0,No
skTK6Wj9bsM5dAC5uTC4PC53sEJ3,masculino,paused,2021-03-01,paymentFailedSubscription,23,16.0,SP,weekly,2021-02-19,,customPackage,1.0,No
slR5ZpSUkrggD1jIRZWpXYeGACH2,masculino,canceled,2020-12-18,cancelRequested,20,13.0,SP,weekly,2020-11-05,,customPackage,1.0,No
slRRhlk3zKUY4sUxxOHpb8gUquq1,masculino,canceled,2020-12-31,cancelRequested,24,19.0,SP,weekly,2020-08-25,,customPackage,4.0,No
sp53IocdynMJAzYlKJDu6vwiAZH3,feminino,canceled,2020-12-31,cancelRequested,21,11.0,SP,weekly,2020-08-27,,customPackage,4.0,No
ssSBGAiUryfKjyGOixCx6sr7Eb22,masculino,paused,2020-12-20,paymentFailedSubscription,25,12.0,SP,weekly,2020-12-03,,customPackage,0.0,No
svBM6xW8HCUthbXD7Sz39uqR16u2,masculino,canceled,2021-02-17,cancelRequested,20,11.0,SP,weekly,2020-10-28,,customPackage,4.0,No
sylaAMQFybWFHkdkEaWqipAX7lN2,prefiro não dizer,canceled,2020-12-18,cancelRequested,21,16.0,SP,weekly,2020-09-03,,customPackage,3.0,No
szkFmgSU2TQG4DSrfx8vjT1NEZh2,masculino,paused,2021-01-07,paymentFailedSubscription,36,11.0,SP,weekly,2020-10-26,,customPackage,3.0,No
szpUrMgdkwMEZowQJxZeeQXPNIB2,masculino,active,2021-02-20,paused,31,62.0,GO,monthly,2020-12-28,,madePackage-1,2.0,No
t4dO2idiqZdsJvDkjNcCi4kxgJG2,feminino,paused,2020-12-17,paymentFailedSubscription,33,62.0,GO,weekly,2020-12-07,,customPackage,0.0,No
